/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
producer_history_strava  | ✓ Table sport_enterprise existe et contient 161 lignes.
producer_history_strava  | ✓ Table RH_info existe et contient 161 lignes.
producer_history_strava  | Toutes les distances sont déjà calculées.
producer_history_strava  | Generated activity for employee 27483: Badminton from 2026-02-14 09:10:44 to 2026-02-14 10:10:44 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 99401: Runing from 2026-01-09 23:29:20 to 2026-01-10 00:29:20 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-01-27 05:16:24 to 2026-01-27 07:16:24 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 33386: Randonnée from 2026-01-01 21:41:38 to 2026-01-02 00:41:38 with distance 7292m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 81676: Tennis from 2026-01-29 04:29:32 to 2026-01-29 07:29:32 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 56263: Boxe from 2026-01-15 19:40:41 to 2026-01-15 21:40:41 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-02-04 01:03:24 to 2026-02-04 03:03:24 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-02-11 12:33:58 to 2026-02-11 14:33:58 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-25 02:58:50 to 2026-01-25 03:58:50 with distance 3573m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 46304: Rugby from 2026-01-01 01:13:09 to 2026-01-01 02:13:09 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 66882: Judo from 2026-01-19 04:01:41 to 2026-01-19 06:01:41 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 25701: Runing from 2026-01-27 17:52:22 to 2026-01-27 20:52:22 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 99401: Runing from 2026-01-24 11:55:18 to 2026-01-24 14:55:18 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 29450: Randonnée from 2026-01-30 22:52:31 to 2026-01-30 23:52:31 with distance 12485m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-09 01:17:01 to 2026-01-09 03:17:01 with distance 8779m and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-01-25 16:25:46 to 2026-01-25 19:25:46 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-01-31 18:21:08 to 2026-01-31 21:21:08 with distance 10788m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 86847: Football from 2026-01-22 13:06:17 to 2026-01-22 14:06:17 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-30 11:04:45 to 2026-01-30 14:04:45 with distance 19819m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 92440: Triathlon from 2026-01-13 15:11:50 to 2026-01-13 18:11:50 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-01-30 12:43:29 to 2026-01-30 13:43:29 with distance 3766m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 89943: Randonnée from 2026-02-05 08:05:18 to 2026-02-05 11:05:18 with distance 10375m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 50955: Rugby from 2026-01-24 05:45:41 to 2026-01-24 07:45:41 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 19260: Runing from 2026-01-19 18:43:43 to 2026-01-19 21:43:43 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 81676: Tennis from 2026-01-12 09:26:37 to 2026-01-12 12:26:37 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-02-14 05:43:08 to 2026-02-14 08:43:08 with distance 4339m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 46253: Randonnée from 2026-02-13 02:24:43 to 2026-02-13 04:24:43 with distance 15115m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 17757: Badminton from 2026-02-14 03:45:31 to 2026-02-14 06:45:31 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-17 14:36:32 to 2026-01-17 17:36:32 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 46253: Randonnée from 2026-01-17 21:26:30 to 2026-01-17 23:26:30 with distance 2625m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 83440: Triathlon from 2026-01-07 10:57:47 to 2026-01-07 11:57:47 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-02-14 04:01:53 to 2026-02-14 06:01:53 with distance 13468m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 86633: Runing from 2026-01-18 06:38:25 to 2026-01-18 07:38:25 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 42472: Randonnée from 2026-02-07 15:49:12 to 2026-02-07 16:49:12 with distance 10163m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 18941: Runing from 2026-02-01 16:42:35 to 2026-02-01 19:42:35 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 46253: Randonnée from 2026-01-12 12:21:40 to 2026-01-12 14:21:40 with distance 6348m and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 94680: Natation from 2026-01-21 19:25:39 to 2026-01-21 20:25:39 with distance 6962m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-01-11 06:30:56 to 2026-01-11 07:30:56 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 34922: Tennis from 2026-01-10 01:29:15 to 2026-01-10 02:29:15 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 86633: Runing from 2026-01-05 19:09:14 to 2026-01-05 20:09:14 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 25701: Runing from 2026-01-05 09:16:20 to 2026-01-05 11:16:20 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 56263: Boxe from 2026-01-22 17:51:34 to 2026-01-22 19:51:34 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 49571: Rugby from 2026-01-08 19:07:50 to 2026-01-08 21:07:50 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 46253: Randonnée from 2026-01-28 23:48:16 to 2026-01-29 01:48:16 with distance 17994m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 20697: Randonnée from 2026-02-07 13:49:40 to 2026-02-07 14:49:40 with distance 18496m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 83440: Triathlon from 2026-01-26 15:24:16 to 2026-01-26 16:24:16 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 90284: Randonnée from 2026-01-23 04:35:57 to 2026-01-23 06:35:57 with distance 12042m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-01-20 03:28:58 to 2026-01-20 05:28:58 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 43542: Judo from 2026-02-07 08:46:09 to 2026-02-07 10:46:09 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 33386: Randonnée from 2026-01-20 14:22:02 to 2026-01-20 16:22:02 with distance 13070m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-01-02 06:19:08 to 2026-01-02 09:19:08 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 18941: Runing from 2026-01-14 20:25:23 to 2026-01-14 23:25:23 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 50866: Randonnée from 2026-02-15 03:21:01 to 2026-02-15 04:21:01 with distance 13531m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 99401: Runing from 2026-01-11 06:00:14 to 2026-01-11 07:00:14 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 42960: Runing from 2026-01-30 06:29:40 to 2026-01-30 08:29:40 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 42960: Runing from 2026-02-04 08:58:10 to 2026-02-04 11:58:10 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 53944: Natation from 2026-02-12 11:11:46 to 2026-02-12 14:11:46 with distance 12962m and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 27483: Badminton from 2026-01-27 13:30:31 to 2026-01-27 15:30:31 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 90284: Randonnée from 2026-02-10 12:58:08 to 2026-02-10 14:58:08 with distance 4185m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 32690: Badminton from 2026-02-02 03:26:35 to 2026-02-02 06:26:35 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 32690: Badminton from 2026-01-05 05:18:22 to 2026-01-05 07:18:22 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-01-18 23:08:33 to 2026-01-19 01:08:33 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 90207: Tennis from 2026-01-15 04:39:45 to 2026-01-15 07:39:45 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 59040: Judo from 2026-02-03 18:15:19 to 2026-02-03 20:15:19 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-02-03 19:52:49 to 2026-02-03 21:52:49 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-02-14 11:50:40 to 2026-02-14 12:50:40 with distance 15926m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 75791: Runing from 2026-01-12 03:11:20 to 2026-01-12 04:11:20 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 53944: Natation from 2026-01-27 17:44:07 to 2026-01-27 19:44:07 with distance 15153m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 89328: Tennis de table from 2026-01-16 18:32:35 to 2026-01-16 19:32:35 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 51866: Runing from 2026-01-06 23:48:15 to 2026-01-07 00:48:15 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-02-04 11:06:36 to 2026-02-04 12:06:36 with distance 9874m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-01-01 22:35:40 to 2026-01-02 00:35:40 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 34899: Football from 2026-01-12 00:11:02 to 2026-01-12 03:11:02 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 90284: Randonnée from 2026-02-10 22:38:52 to 2026-02-11 01:38:52 with distance 10911m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 70933: Tennis from 2026-02-02 04:50:27 to 2026-02-02 06:50:27 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 41377: Football from 2026-01-16 02:56:54 to 2026-01-16 03:56:54 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-02-06 19:41:14 to 2026-02-06 22:41:14 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 34678: Randonnée from 2026-02-08 22:09:10 to 2026-02-08 23:09:10 with distance 8765m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 59040: Judo from 2026-01-25 13:02:42 to 2026-01-25 16:02:42 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 53944: Natation from 2026-01-07 20:09:51 to 2026-01-07 22:09:51 with distance 11599m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 57589: Runing from 2026-01-18 12:43:09 to 2026-01-18 14:43:09 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 56482: Tennis from 2026-02-13 21:45:19 to 2026-02-13 22:45:19 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 90207: Tennis from 2026-01-02 23:32:17 to 2026-01-03 02:32:17 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 56482: Tennis from 2026-02-08 18:31:41 to 2026-02-08 20:31:41 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 53944: Natation from 2026-02-09 14:32:06 to 2026-02-09 16:32:06 with distance 11387m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-01-21 05:02:52 to 2026-01-21 07:02:52 with distance 9874m and comments 'Score: 2/10'
